company_name,experience_required,job_description,job_description_url,job_title,key_skills,location,posted_by,posted_on,salary
Numetric Technologies Private Limited,3-6 yrs,,https://www.naukri.com/job-listings-Sr-Business-Analyst-Numetric-Technology-Private-Limited-Numetric-Technologies-Private-Limited-Noida-3-to-6-years-121217501683?src=jobsearchDesk&sid=15390171254888&xp=25&px=11,Sr. Business Analyst | Numetric Technology Private Limited,"C, Python, Six Sigma, PMP, .NET, HTML, JavaScript, SQL, Oracle...",Noida,,2018-08-10,Not disclosed
Ferns N Petals Pvt. Ltd,6-9 yrs,,https://www.naukri.com/job-listings-The-Head-of-Analytics-Ferns-N-Petals-Pvt-Ltd-Delhi-6-to-9-years-100717502450?src=jobsearchDesk&sid=15390171254888&xp=26&px=11,The Head of Analytics,"Analytics, SQL, Policies, Analytical, Information technology, Operations...",Delhi,,2018-08-10,Not disclosed
Macquarie Global Services Pvt. Ltd.,5-7 yrs,,https://www.naukri.com/job-listings-Executive-FMG-Systems-Macquarie-Global-Services-Pvt-Ltd-Gurgaon-5-to-7-years-090318500683?src=jobsearchDesk&sid=15390171254888&xp=27&px=11,Executive - FMG Systems,"Financial services, Risk management, Service, Analytics, SQL...",Gurgaon,,2018-08-10,Not disclosed
TransOrg Analytics,4-6 yrs,,https://www.naukri.com/job-listings-Analytics-Lead-TransOrg-Analytics-Gurgaon-Mumbai-4-to-6-years-050218500125?src=jobsearchDesk&sid=15390171254888&xp=28&px=11,Analytics Lead,"Data mining, Python, Data analysis, Tools, Coaching, Group, Analytics...","Gurgaon, Mumbai",,2018-08-10,Not disclosed
TECHCANVASS,2-5 yrs,,https://www.naukri.com/job-listings-Business-Analytics-TECHCANVASS-Faridabad-Kozhikode-2-to-5-years-040917500723?src=jobsearchDesk&sid=15390171254888&xp=29&px=11,Business Analytics,"Author, Business analysis, Consulting, Automation testing...","Faridabad, Kozhikode",,2018-08-10,Not disclosed
InnovAccer,2-5 yrs,,https://www.naukri.com/job-listings-Data-Architect-InnovAccer-Noida-2-to-5-years-040518500210?src=jobsearchDesk&sid=15390171254888&xp=30&px=11,Data Architect,"SAN, Database design, Analytics, Healthcare, Data miningSchema, Policies...",Noida,,2018-08-10,Not disclosed
Paytm,3-5 yrs,,https://www.naukri.com/job-listings-Data-Engineer-Paytm-Bengaluru-Noida-3-to-5-years-300518500322?src=jobsearchDesk&sid=15390171254888&xp=31&px=11,Data Engineer,"Python, Open source, Computer science, Schema, Data processing, SCALA...","Bengaluru, Noida",,2018-08-10,Not disclosed
hidigits,2-5 yrs,,https://www.naukri.com/job-listings-Customer-Care-Specialist-hidigits-Delhi-2-to-5-years-280618501376?src=jobsearchDesk&sid=15390171254888&xp=32&px=11,Customer Care Specialist,"Customer service, Client servicing, Report generation, Focus...",Delhi,,2018-08-10,Not disclosed
SoftStudioz,1-3 yrs,,https://www.naukri.com/job-listings-Software-Developer-1-3-years-SoftStudioz-Delhi-1-to-3-years-280618501176?src=jobsearchDesk&sid=15390171254888&xp=33&px=11,Software Developer (1 - 3 years),"Customer service, Client servicing, Report generation, Focus...",Delhi,,2018-08-10,Not disclosed
Axiom Landbase Pvt Ltd.,6-10 yrs,,https://www.naukri.com/job-listings-Telecaller-Axiom-Landbase-Pvt-Ltd-Gurgaon-6-to-10-years-280618501093?src=jobsearchDesk&sid=15390171254888&xp=34&px=11,Telecaller,"Customer service, Client servicing, Report generation, Focus...",Gurgaon,,2018-08-10,Not disclosed
Synaptic,1-4 yrs,,https://www.naukri.com/job-listings-Data-Product-Engineer-Synaptic-Gurgaon-1-to-4-years-260917500983?src=jobsearchDesk&sid=15390171254888&xp=35&px=11,Data Product Engineer,"Tools, Linux, Open source, XML, Python, NoSQL, Business Executive, Selenium...",Gurgaon,,2018-08-10,Not disclosed
SAL School of Architecture,6-10 yrs,,https://www.naukri.com/job-listings-Manager-Data-Governance-SAL-School-of-Architecture-Gurgaon-6-to-10-years-131117504541?src=jobsearchDesk&sid=15390171254888&xp=36&px=11,Manager - Data Governance,"Reconciliation, Backend, Policies, Manager Quality Control, Data quality...",Gurgaon,,2018-08-10,Not disclosed
Augusta Infotech,12-16 yrs,,https://www.naukri.com/job-listings-Head-Data-Innovation-Analytics-Platform-Augusta-Infotech-Gurgaon-12-to-16-years-130217500947?src=jobsearchDesk&sid=15390171254888&xp=37&px=11,Head Data Innovation & Analytics Platform,"business intelligence, rdbms, database designproduct engineering, azure...",Gurgaon,,2018-08-10,Not disclosed
Interglobe Enterprises Limited,3-7 yrs,,https://www.naukri.com/job-listings-MicroStrategy-Developer-Interglobe-Enterprises-Limited-Gurgaon-3-to-7-years-110717501088?src=jobsearchDesk&sid=15390171254888&xp=38&px=11,MicroStrategy Developer,"SQL, Business intelligence, Microstrategy, Performance tuning, SDK, Schema,...",Gurgaon,,2018-08-10,Not disclosed
Augusta Infotech,10-15 yrs,,https://www.naukri.com/job-listings-Head-Data-Innovation-Analytics-Platform-Augusta-Infotech-Gurgaon-10-to-15-years-110117500167?src=jobsearchDesk&sid=15390171254888&xp=39&px=11,Head - Data Innovation & Analytics Platform,"Service, Business intelligence, Product engineering, Tools, Database design...",Gurgaon,,2018-08-10,Not disclosed
